입주예정월,지역,사업유형,주소,아파트명,세대수
2027-05,광주,분양,광주광역시 광산구 산월동  산 22-0,봉산공원 첨단 제일풍경채,948
2027-06,광주,분양,광주광역시 북구 동림동  산 90-1,운암산공원 우미린 리버포레,734
2027-08,광주,분양,광주광역시 서구 금호동  80-0,중앙공원 롯데캐슬 시그니처 2-1BL,915
2027-08,광주,분양,광주광역시 서구 풍암동  560-9,중앙공원 롯데캐슬 시그니처 1BL,929
2027-08,광주,분양,광주광역시 서구 풍암동  569-0,중앙공원 롯데캐슬 시그니처 2-2BL,928
2027-10,광주,분양,광주광역시 남구 진월동  산 3-0,진월 더리브 라포레,300
2027-11,광주,분양,광주광역시 광산구 하산동  122-0,한양립스 에듀포레,470
2027-12,광주,분양,광주광역시 남구 봉선동  161-0,봉선동 르오네뜨 2차,56
2027-12,광주,분양,광주광역시 남구 송하동  177-5,광주 송암공원 중흥 S-클래스 SK VIEW,1575
2027-12,광주,분양,광주광역시 서구 화정동 23-26,광주화정아이파크(2단지),316
2027-12,광주,분양,광주광역시 서구 화정동 23-27,광주화정아이파크(1단지),389
2026-01,광주,분양,광주광역시 광산구 쌍암동  694-77,벨루미체 첨단,57
2026-01,광주,분양,광주광역시 서구 금호동  산 109-0,위파크 마륵공원,917
2026-07,광주,분양,광주광역시 동구 지산동 317-19,무등산 한국아델리움 더힐,454
2026-09,광주,분양,광주광역시 남구 봉선동 1283-1,봉선 남양휴튼 3차,304
2027-01,광주,분양,광주광역시 소촌동 산 76-1,소촌어등더포레젠,439
2026-02,대구,분양,대구광역시 남구 대명동  202-1,힐스테이트 대명 센트럴 2차,977
2026-04,대구,분양,대구광역시 남구 대명동  2301-2,대명자이 그랜드시티,2023
2026-04,대구,분양,대구광역시 달서구 감삼동  553,감삼해링턴플레이스트라이빗4차,299
2026-03,대구,분양,대구광역시 달서구 본리동  358-5,달서 푸르지오 시그니처,993
2027-02,대구,분양,대구광역시 달서구 본리동  661-9,본리동자이,360
2026-04,대구,분양,대구광역시 동구 신천동  137-1,힐스테이트 동대구 센트럴,481
2026-04,대구,분양,대구광역시 동구 신천동  311-4,벤처밸리 푸르지오,540
2026-06,대구,임대,대구광역시 북구 복현동  617-8,복현청어람더영(공공임대),278
2026-04,대구,분양,대구광역시 북구 칠성동2가  302-141,대구역 센트레빌 더 오페라,245
2026-02,대구,분양,대구광역시 북구 칠성동2가  321-0,대구 힐스테이트 칠성 더오페라,577
2027-06,대구,분양,대구광역시 북구 학정동  732-1,두산위브더제니스 센트럴시티,1098
2027-06,대구,분양,대구광역시 수성구 만촌동   862-2,만촌파크드림에디움,54
2026-02,대구,분양,대구광역시 수성구 범어동  48-26,범어자이,399
2026-08,대구,분양,대구광역시 중구 사일동  15-1,대구사일동더샵,299
2026-01,대구,분양,대구광역시 남구 대명동  2017-2,e편한세상 명덕역 퍼스트마크,1758
2026-01,대구,임대,대구광역시 북구 칠성동2가 725,칠성호반써밋하이브파크(민간임대),446
2026-01,대구,분양,대구광역시 수성구 범어동  1-0,어나드 범어,604
2026-05,대구,분양,대구광역시 북구 관음동 603,태왕아너스프리미어,200
2026-05,대구,분양,대구광역시 중구 남산동 2116-19,명덕역루지움푸르나임,152
2026-01,대구,분양,대구광역시 달서구 본동 1212,달서롯데캐슬 센트럴스카이,481
2027-04,대구,분양,대구광역시 동성로1가 30-1,동성로1가 주상복합 임대주택,174
2026-01,대전,분양,대전광역시 서구 용문동  594-6,대전 에테르 스위첸,138
2026-02,대전,분양,대전광역시 유성구 학하동  676-1,포레나 대전학하 1단지,1029
2027-01,대전,조합,대전광역시 동구 가양동 53-6,가양동 다우갤러리 휴리움,224
2027-03,대전,임대,대전광역시 대덕구 읍내동  521-9,대전대덕한양수자인,264
2026-05,대전,분양,대전광역시 서구 도마동  산 39-1,한화 포레나 대전월평공원 2단지,690
2026-05,대전,분양,대전광역시 서구 정림동  산 23-21,한화 포레나 대전월평공원 1단지,659
2026-06,대전,분양,대전광역시 동구 삼성동  112-1,e편한세상 대전역 센텀비스타,400
2026-07,대전,분양,대전광역시 유성구 용계동  0-0,도안 우미린 트리쉐이드,1754
2026-07,대전,임대,대전광역시 중구 대흥동  452-38,대전대흥 행복주택(일자리연계형 지원주택),100
2026-11,대전,분양,대전광역시 서구 가수원동  656-2,관저 푸르지오 센트럴파크 2단지,330
2026-11,대전,분양,대전광역시 서구 관저동  7-27,관저 푸르지오 센트럴파크 1단지,330
2026-12,대전,분양,대전광역시 중구 문화동  330-0,e편한세상 서대전역 센트로,749
2027-02,대전,분양,대전광역시 중구 선화동  85-1,힐스테이트 선화 더와이즈,851
2027-03,대전,분양,대전광역시 서구 도마동  182-8,도마 포레나해모로,818
2027-05,대전,분양,대전광역시 대덕구 읍내동  51-9,쌍용 더 플래티넘 네이처,745
2027-06,대전,분양,대전광역시 동구 성남동  1-97,대전 성남 우미린 뉴시티,1213
2027-06,대전,분양,대전광역시 서구 가장동  38-1,힐스테이트 가장더퍼스트,1779
2027-08,대전,분양,대전광역시 유성구 복용동  0-0,힐스테이트 도안리버파크 5단지,443
2027-08,대전,분양,대전광역시 유성구 학하동  0-0,힐스테이트 도안리버파크 1단지,1124
2027-08,대전,분양,대전광역시 중구 문화동  435-42,문화자이SKVIEW,1746
2027-09,대전,분양,대전광역시 유성구 용계동  70-0,도안 푸르지오 디아델 29블록,772
2027-09,대전,분양,대전광역시 유성구 용계동  73-48,도안 푸르지오 디아델 31블록,742
2027-09,대전,분양,대전광역시 유성구 학하동  0-0,힐스테이트 도안리버파크 2단지,1437
2027-09,대전,분양,대전광역시 중구 대흥동  385-15,대전 르에브 스위첸 1단지,440
2027-09,대전,분양,대전광역시 중구 대흥동  385-15,대전 르에브 스위첸 2단지,838
2027-10,대전,분양,대전광역시 서구 괴정동  133-0,둔산 엘리프 더센트럴,864
2027-11,대전,조합,대전광역시 동구 가오동 394,대전 롯데캐슬 더퍼스트,952
2027-11,대전,분양,대전광역시 중구 문화동  47-0,대전 문화공원 수자인,509
2027-12,대전,분양,대전광역시 유성구 학하동  0-0,힐스테이트 도안리버파크 3단지,1639
2027-05,대전,임대,"대전광역시 대덕구 송촌동 560-1,7","송촌동 560-1,7 도시형생활주택",41
2026-07,부산,분양,부산광역시 강서구 강동동  0-0,부산에코델타시티 디에트르 더 퍼스트(28BL),972
2026-11,부산,분양,부산광역시 강서구 강동동  0-0,증흥S-클래스,1067
2026-03,부산,분양,부산광역시 강서구 강동동  0-0,에코델타시티 대성베르힐 17BL,1120
2027-05,부산,분양,부산광역시 강서구 강동동  0-0,부산에코델타시티 디에트르 그랑루체(13BL),1470
2027-10,부산,분양,부산광역시 강서구 대저2동  0-0,부산에코델타시티 대방 엘리움 러버뷰 ,470
2027-12,부산,임대,부산광역시 강서구 범방동   2008,부경경마공원역대방디에트르더리버(AP1)민간임대,498
2026-06,부산,분양,부산광역시 금정구 남산동  3-1,e편한세상 금정 메종카운티,415
2027-02,부산,분양,부산광역시 금정구 부곡동  200-1,더샵 금정위버시티,994
2027-03,부산,분양,부산광역시 기장군 일광읍 이천리 720-2,일광 노르웨이숲 오션포레,1294
2027-12,부산,분양,부산광역시 기장군 장안읍 좌동리 0-0,부산 장안지구 우미 린 프리미어,419
2027-02,부산,분양,부산광역시 기장군 장안읍 좌천리 0-0,부산장안지구 디에트르 디 오션(B3BL),507
2027-04,부산,분양,부산광역시 남구 대연동  1619-0,대연 디아이엘(1단지),1351
2027-04,부산,분양,부산광역시 남구 대연동  1619-0,대연 디아이엘(2단지)+3단지(공공임대),3137
2026-05,부산,분양,부산광역시 남구 대연동  455-25,한화포레나 부산대연,367
2026-06,부산,분양,부산광역시 남구 문현동  295-1,롯데캐슬 인피니엘,715
2027-09,부산,분양,부산광역시 남구 문현동  산 23-1,문현 푸르지오 트레시엘,960
2026-12,부산,분양,부산광역시 남구 우암동  189-0,해링턴 마레,2205
2026-02,부산,분양,부산광역시 동구 범일동  828-9,퀸즈이즈카운티,268
2026-11,부산,분양,부산광역시 동래구 낙민동  76-1,동래 반도 유보라,400
2027-11,부산,분양,부산광역시 동래구 수안동  36-2,동래 롯데캐슬 시그니처,870
2027-02,부산,분양,부산광역시 동래구 온천동  1248-10,동래 에코팰리스 아시아드,160
2026-12,부산,분양,부산광역시 부산진구 가야동  197-0,힐스테이트 가야 1단지,406
2026-12,부산,분양,부산광역시 부산진구 가야동  197-3,힐스테이트 가야 2단지,81
2027-09,부산,분양,부산광역시 부산진구 부암동  690-8,서면 어반센트 데시앙 ,762
2027-03,부산,분양,부산광역시 부산진구 양정동  64-3,양정 롯데캐슬 프론티엘 ,903
2027-06,부산,분양,부산광역시 사상구 엄궁동  132-0,더샵 리오몬트,1305
2027-12,부산,분양,부산광역시 사하구 감천동  582-1,사하 경남아너스빌 시그니처,380
2027-07,부산,분양,부산광역시 사하구 당리동  54-0,더샵 당리센트리체,821
2026-06,부산,분양,부산광역시 수영구 광안동  1240-38,드파인광안,1233
2027-09,부산,분양,부산광역시 수영구 광안동  971-0,광안센텀 비스타동원,525
2026-09,부산,분양,부산광역시 연제구 거제동  439-10,거제역 양우내안애 아시아드,168
2026-06,부산,분양,부산광역시 연제구 연산동  1587-8,시청역 해모로 센티아,376
2026-05,부산,분양,부산광역시 해운대구 송정동  201-1,더폴 디오션,184
2027-04,부산,조합,부산광역시 해운대구 재송동  1030,재송2(재건축) ,924
2026-01,부산,분양,부산광역시 부산진구 가야동 3-11,가야역롯데캐슬스카이엘,725
2026-06,부산,분양,부산광역시 부산진구 당감동  865-20,서면4차 봄여름가을겨울,607
2026-01,부산,분양,부산광역시 부산진구 양정동 406-5,아틀리에933,72
2026-06,부산,분양,부산광역시 사하구 장림동 432,ESTIA 신장림 센트럴,108
2027-05,서울,임대,서울특별시 강남구 논현동  221-16,강남구논현동221-16(청년안심주택),94
2026-10,서울,분양,서울특별시 강남구 도곡동  540-0,래미안 레벤투스,308
2027-07,서울,분양,서울특별시 강남구 도곡동  547-1,도곡아테라,82
2027-03,서울,분양,서울특별시 강동구 강일동 174,고덕강일3단지(사전예약),1305
2026-06,서울,분양,서울특별시 강동구 길동  336-1,디 아테온(THE ATHEON),64
2027-11,서울,분양,서울특별시 강동구 둔촌동  489-0,올림픽파크 서한포레스트,128
2027-10,서울,분양,서울특별시 강동구 상일동  0-0,고덕강일 대성베르힐,613
2027-08,서울,임대,서울특별시 강동구 성내동   382-6,성내동(청년안심주택),281
2026-05,서울,분양,서울특별시 강동구 천호동  356-0,VIORR(비오르),53
2026-06,서울,분양,서울특별시 강북구 미아동  194-2,엘리프 미아역 1단지,78
2026-06,서울,분양,서울특별시 강북구 미아동  195-0,엘리프 미아역 2단지,182
2026-08,서울,임대,서울특별시 강서구 가양동  0-0,마곡공공R&D센터도전숙,201
2026-07,서울,임대,서울특별시 강서구 공항동  11-21,강서구공항동11-21(청년안심주택),176
2026-12,서울,임대,서울특별시 강서구 공항동  50-5,강서구공항동50-5(청년안심주택),157
2026-10,서울,분양,서울특별시 강서구 등촌동  366-24,힐스테이트 등촌역 ,543
2027-11,서울,임대,서울특별시 강서구 마곡동  1410,마곡동1410(공공임대),75
2026-08,서울,임대,서울특별시 강서구 마곡동 747-1,마곡10-2BL(공공임대),577
2026-08,서울,임대,서울특별시 광진구 구의동  587-6,광진구구의동587-6(청년안심주택),174
2026-11,서울,분양,서울특별시 광진구 구의동  592-39,강변역 센트럴 아이파크,215
2026-03,서울,임대,서울특별시 광진구 구의동 246-10,구의동246-10(청년안심주택),439
2026-08,서울,분양,서울특별시 구로구 개봉동  312-38,개봉 루브루 ,295
2026-12,서울,분양,서울특별시 구로구 개봉동 199-4,두산위브더프레스티지,302
2026-04,서울,분양,서울특별시 구로구 구로동 33,신도림역동문디이스트,61
2026-09,서울,임대,서울특별시 금천구 독산동 292-6,독산동292-6(청년안심주택),589
2026-12,서울,임대,서울특별시 금천구 시흥동  103-3,금천구시흥동103-3(청년안심주택),180
2027-12,서울,분양,서울특별시 금천구 시흥동  220-2,한신더휴 하이엔에듀포레 ,219
2027-10,서울,분양임대,서울특별시 노원구 공릉동  240-1,공릉군관사신혼희망타운(공공분양),214
2027-06,서울,분양,서울특별시 노원구 공릉동  270-71,하우스토리 센트럴포레,161
2026-02,서울,분양,서울특별시 도봉구 도봉동  95-0,도봉 금호어울림 리버파크,299
2026-04,서울,분양,서울특별시 동대문구 청량리동  199-5,청량리 롯데캐슬 하이루체,761
2027-02,서울,임대,서울특별시 동작구 노량진동  39-20,동작구노량진동39-20(청년안심주택),260
2026-08,서울,임대,서울특별시 동작구 사당동  1008-1,동작구사당동1008-1(청년안심주택),162
2026-10,서울,임대,서울특별시 동작구 사당동  1046-1,한누리주차장(행복주택),46
2026-06,서울,임대,서울특별시 동작구 상도동  54-27,청석주차장(행복주택),36
2026-11,서울,분양,서울특별시 동작구 상도동 23-42,힐스테이트 동작 시그니쳐,608
2026-02,서울,분양,서울특별시 동작구 상도동 373-1,상도동힐스테이트장승배기역,370
2026-08,서울,분양,서울특별시 동작구 신대방동  377-1,동작 보라매역 프리센트,124
2027-03,서울,분양,서울특별시 마포구 공덕동  105-84,마포자이힐스테이트 라첼스,1101
2026-11,서울,분양,서울특별시 마포구 동교동  200-2,홍대입구역 센트럴 아르떼 해모로,123
2026-08,서울,분양임대,서울특별시 마포구 신수동  91-90,힐스테이트마포더퍼스트,488
2027-00,서울,분양,서울특별시 마포구 아현동  613-10,마포 푸르지오 어반피스,239
2026-10,서울,임대,서울특별시 마포구 염리동  172-10,마포구염리동172-10(청년안심주택),299
2027-03,서울,임대,서울특별시 마포구 염리동  85-2,마포구염리동85-2(청년안심주택),499
2027-02,서울,임대,서울특별시 서대문구 북가좌동  333-1,서대문구북가좌동333-1(청년안심주택),382
2026-07,서울,분양,서울특별시 서대문구 영천동  69-20,경희궁 유보라,199
2026-12,서울,임대,서울특별시 서대문구 창천동  502-11,서대문구창천동502-11(청년안심주택),288
2027-12,서울,분양,서울특별시 서초구 내곡동   374,어퍼하우스르엘,222
2026-08,서울,분양,서울특별시 서초구 반포동  1109-0,반포 래미안 트리니원,2091
2027-11,서울,분양,서울특별시 서초구 방배동  1018-1,아크로 리츠카운티,707
2027-01,서울,임대,서울특별시 서초구 방배동  1955,서초구방배동1955(청년안심주택),144
2026-09,서울,분양,서울특별시 서초구 방배동  946-8,디에이치 방배,3064
2027-06,서울,분양,서울특별시 서초구 서초동   1622-11,해링턴플레이스서초,69
2027-03,서울,임대,서울특별시 서초구 서초동  1448-1,서초구서초동1448-1(청년안심주택),835
2027-01,서울,임대,서울특별시 서초구 서초동  1676-4,서초구서초동1676-4(청년안심주택),252
2026-11,서울,임대,서울특별시 서초구 양재동  17-7,서초구양재동산17-7(청년안심주택),192
2027-11,서울,임대,서울특별시 서초구 양재동 1-26,서초구 양재동 1-26(청년안심주택),342
2026-06,서울,분양,서울특별시 서초구 잠원동  49-17,잠원동포스코오티에르,178
2027-11,서울,임대,서울특별시 성동구 도선동 286,성동구 도선동 286(청년안심주택),381
2027-07,서울,분양,서울특별시 성동구 성수동1가  656-421,오티에르 포레 ,287
2027-12,서울,임대,서울특별시 성동구 용답동   68-2,성동구용답동68-2(청년안심주택),228
2026-12,서울,분양,서울특별시 성동구 용답동  108-1,성동자이리버뷰,1670
2026-09,서울,임대,서울특별시 성동구 홍익동  150,성동구홍익동150(청년안심주택),266
2026-09,서울,분양,서울특별시 성북구 보문동1가  196-11,보문 센트럴 아이파크,199
2027-11,서울,분양,서울특별시 성북구 삼선동2가  296-0,창경궁 롯데캐슬 시그니처,1223
2026-10,서울,임대,서울특별시 성북구 석관동  173-1,성북구석관동173-1(청년안심주택),242
2027-03,서울,분양,서울특별시 성북구 장위동  25-55,푸르지오 라디우스 파크,1637
2027-03,서울,임대,서울특별시 성북구 하월곡동  80-55,성북구하월곡동80-55(청년안심주택),254
2026-05,서울,분양,서울특별시 송파구 가락동 161-3,더샵송파루미스타,179
2026-03,서울,분양,서울특별시 송파구 거여동  136-49,힐트리움송파,44
2027-06,서울,분양,서울특별시 송파구 삼전동   53-8,삼전동쌍용하이츠빌라(가로주택정비사업),65
2026-12,서울,임대,서울특별시 송파구 장지동  842-1,송파구장지동842-1(청년안심주택),484
2027-03,서울,분양,서울특별시 양천구 목동   557,목동가로주택정비(LH참여),85
2027-03,서울,분양,서울특별시 양천구 신월동   48-7,신월,127
2027-06,서울,분양,서울특별시 양천구 신월동 487-9,삼진연립재건축,40
2026-03,서울,분양,서울특별시 양천구 신정동  281-10,신정282(가로주택정비사업),103
2027-06,서울,분양,서울특별시 영등포구 신길동  1280-0,서울대방 신혼희망타운(공공분양) ,183
2026-03,서울,분양,서울특별시 영등포구 양평동1가  265-1,영등포자이 디그니티,707
2027-07,서울,임대,서울특별시 용산구 원효로3가   1-159,원효로3가(청년안심주택),988
2027-02,서울,분양,서울특별시 용산구 이촌동   301-160,이촌르엘,750
2026-10,서울,분양,서울특별시 은평구 대조동  88-0,힐스테이트 메디알레,2451
2027-07,서울,분양,서울특별시 은평구 불광동  305-3,빌리브 에이센트,77
2027-04,서울,임대,서울특별시 은평구 증산동 223-15,힐스테이트 DMC,299
2027-01,서울,분양,서울특별시 중구 순화동  6-11,마포로5-09-1 ,68
2027-08,서울,분양,서울특별시 중구 중림동  157-2,마포로5구역10·11지구 ,421
2026-10,서울,임대,서울특별시 중랑구 묵동  165,중랑구묵동165(청년안심주택),927
2026-10,서울,임대,서울특별시 중랑구 묵동  8,중랑구묵동8(청년안심주택),724
2026-10,서울,임대,서울특별시 중랑구 상봉동  116-49,중랑구상봉동116-49(청년안심주택),299
2027-01,서울,분양,서울특별시 중랑구 중화동  249-44,상봉라온프라이빗,219
2026-05,서울,분양,서울특별시 서초구 잠원동 59-10,오티에르반포,251
2026-01,서울,분양,서울특별시 강동구 천호동 423-76,e편한세상강동프레스티지원,535
2026-10,서울,임대,서울특별시 강북구 수유동 47-52,에드가 수유(청년안심주택),426
2026-02,서울,임대,서울특별시 노원구 상계동 690,노원역 해링턴타워(청년안심주택),299
2026-03,서울,분양,서울특별시 마포구 용강동 39-1,마포하늘채더리버 ,69
2026-01,서울,분양,서울특별시 송파구 신천동 17-6,잠실르엘,1865
2026-09,서울,임대,서울특별시 동대문구 신설동 98-18,에스앤디(청년안심주택),99
2026-06,서울,임대,서울특별시 동대문구 전농동 127-359,퀸즈W 청량리역(청년안심주택),206
2026-10,서울,임대,서울특별시 성북구 하월곡동 88-513,에드가 미아(청년안심주택),415
2026-02,서울,분양,서울특별시 강서구 등촌동 654-40,등촌 센트럴 르씨엘(등촌654),73
2026-02,서울,임대,서울특별시 동대문구 장안동 418-1,동대문구장안동418-1(청년안심주택),125
2026-03,서울,분양,서울특별시 강남구 논현동 150-4,논현세광연립,41
2026-03,서울,분양,서울특별시 서초구 방배동 911-3,대진빌라,34
2026-05,서울,분양,서울특별시 동대문구 이문동 412-1,이문3-2,152
2026-09,서울,임대,서울특별시 서초구 서초동 1673-3,서초구서초동1673-3(청년안심주택),76
2027-04,서울,분양,서울특별시 강동구 암사동 447-8,대명아파트가로주택정비사업,94
2027-06,서울,분양,서울특별시 중랑구 신내동 482-1,신일빌라,68
2027-08,서울,분양,서울특별시 강서구 내발산동 672-9,우장범진가로주택정비사업,70
2027-09,서울,분양,"서울특별시 성동구 홍익동 119-1,2",한신아파트가로주택정비사업,105
2027-09,서울,분양,서울특별시 강서구 방화동 584-1,서울빌라가로주택정비사업,52
2027-09,서울,분양,서울특별시 동대문구 제기동 892-65,제기동역파밀리에더센트럴(공성아파트),76
2027-10,서울,임대,서울특별시 구로구 구로동 98-5,서울시노동자복지관복합화사업,132
2027-11,서울,임대,서울특별시 서대문구 연희동 446-27,연희공동주택복합시설조성사업(빗물펌프장),96
2027-12,서울,분양,서울특별시 마포구 망원동 469-5,성도.서광가로주택정비사업,133
2027-12,서울,분양,서울특별시 마포구 합정동 447-2,합정동447일원가로주택정비사업,163
2027-12,서울,분양,서울특별시 서대문구 홍은동 322-1,홍은동322-1일원가로주택정비사업,152
2027-12,서울,분양,서울특별시 서대문구 홍은동 355,홍은동355번지일대가로주택정비사업,177
2027-12,서울,분양,서울특별시 양천구 목3동 657-1,목동657의1번지일원가로주택정비사업,268
2027-12,서울,분양,서울특별시 송파구 석촌동 224-4,석촌동224-4번지일원LH참여형가로주택정비사업,55
2026-03,서울,임대,서울특별시 노원구 월계동 410-3,광운대역 현대프라힐스(청년안심주택),275
2026-05,세종,분양,세종특별자치시 세종특별자치시 새롬동  569-0,어반아펠,42
2026-03,울산,임대,울산광역시 남구 삼산동 1554-3,청년 유홈(U home) 삼산,31
2026-04,울산,분양,울산광역시 중구 우정동  272-60,우정동 한양립스 더 센트럴,531
2026-06,울산,분양,울산광역시 남구 신정동  1266-6,푸르지오 어반피스,339
2026-08,울산,분양,울산광역시 남구 신정동 1267-6,문수로 롯데캐슬 그랑파르크,193
2026-08,울산,분양,울산광역시 남구 옥동  651-2,옥동 경남아너스빌 ubc,320
2026-10,울산,분양,울산광역시 남구 신정동  1136-3,e편한세상 신정 스카이하임,158
2026-11,울산,분양,울산광역시 남구 야음동  828-9,e편한세상 번영로 리더스포레,192
2026-11,울산,분양,울산광역시 울주군 범서읍 서사리 0-0,우미린 더 시그니처,1430
2027-01,울산,분양,울산광역시 중구 우정동  274-85,울산 우정 한라비발디,533
2027-02,울산,분양,울산광역시 남구 신정동  1133-14,더폴 울산신정,168
2027-04,울산,임대,울산광역시 중구 다운동  0-0,울산다운2 A-4블록 행복주택,194
2027-04,울산,임대,울산광역시 중구 다운동  0-0,울산다운2 A-4블록 국민임대주택,194
2027-04,울산,임대,울산광역시 중구 다운동  0-0,울산다운2 A-7BL 행복주택,300
2027-04,울산,임대,울산광역시 중구 다운동  0-0,울산다운2 A-7블록 영구임대,400
2027-05,울산,분양,울산광역시 중구 학성동  397-1,더샵 시에르네,788
2027-07,울산,분양,울산광역시 울주군 범서읍 굴화리 울산태화강변 S1블록,태화강 에피트,307
2027-07,울산,분양,울산광역시 중구 다운동 302-4번지,울산 다운2지구 우미 린 어반파크,731
2027-11,울산,분양,울산광역시 남구 야음동  363-2,번영로 하늘채 라크뷰,803
2027-11,울산,분양,울산광역시 울주군 범서읍 굴화리 0-0,울산태화강변지구 A-2블록,435
2026-07,울산,분양,울산광역시 울주군 온양읍 발리 440-1,남울산노르웨이숲,848
2026-05,울산,임대,울산광역시 동구 방어동 481-97,청년 유홈(U home) 방어,36
2026-12,울산,조합,울산광역시 중구 다운동 741-2,다운한양립스더퍼스트하임,400
2027-03,울산,임대,울산광역시 울주군 범서읍 굴화리 일원,울산태화강변 A1BL,324
2026-12,인천,임대,인천광역시 계양구 동양동 410-5,신혼희망타운 행복주택,179
2026-12,인천,분양,인천광역시 계양구 동양동 410-5,신혼희망타운(공공분양),359
2026-12,인천,분양,인천광역시 계양구 동양동  172-0,ANDANTE(인천계양 A2 공공분양),747
2027-05,인천,분양,인천광역시 계양구 작전동  439-7,두산위브더제니스 센트럴 계양,1370
2027-11,인천,분양,인천광역시 계양구 효성동  0-0,계양 롯데캐슬 파크시티 2단지(공4블럭),1089
2027-11,인천,분양,인천광역시 계양구 효성동  0-0,계양 롯데캐슬 파크시티 1단지(공3블록),1964
2027-10,인천,분양,인천광역시 동구 송림동  31-3,리아츠 더 인천,378
2027-03,인천,분양,인천광역시 미추홀구 숭의동  106-119,도원역e편한세상퍼스트하임,1705
2026-07,인천,분양,인천광역시 미추홀구 숭의동  18-0,e편한세상 제물포역 파크메종,736
2026-12,인천,분양,인천광역시 미추홀구 용현동  627-80,용현 우방 아이유쉘 센트럴마린,252
2026-04,인천,분양,인천광역시 미추홀구 학익동  290-1,포레나 인천학익 ,562
2026-08,인천,임대,인천광역시 부평구 산곡동  70-8,인천산곡 A1 행복주택,400
2026-05,인천,임대,인천광역시 서구 가정동 461-8 ,루원시티서한이다음(행복주택),267
2026-05,인천,분양,인천광역시 서구 가정동 461-8 ,루원시티서한이다음(공공분양),534
2027-07,인천,분양,인천광역시 서구 마전동  0-0,검단신도시 파밀리에 엘리프,669
2026-07,인천,분양,인천광역시 서구 마전동  0-0,e편한세상 검단 에코비스타,732
2027-12,인천,분양,인천광역시 서구 마전동  0-0,검단신도시 푸르지오 더 파크,919
2027-04,인천,분양,인천광역시 서구 마전동  1158-12,검단 스타힐스 가현숲,709
2026-10,인천,분양,인천광역시 서구 불로동  0-0,제일풍경채 검단 Ⅲ ,610
2027-02,인천,분양,인천광역시 서구 불로동 484-3,검단아테라자이(AAB21-1블록),709
2026-05,인천,분양,인천광역시 서구 불로동  0-0,인천검단신도시 디에트르 더 에듀(AA20BL),781
2026-03,인천,분양,인천광역시 서구 불로동  0-0,인천 검단신도시 AB19블록 호반써밋,856
2027-02,인천,분양,인천광역시 서구 불로동  0-0,제일풍경채 검단Ⅳ,1048
2027-06,인천,분양,인천광역시 서구 불로동 498,중흥S-클래스 에듀파크,1448
2027-06,인천,분양,인천광역시 서구 석남동  521-2,석남역 센트럴파크 그랑베르,198
2026-12,인천,분양,인천광역시 서구 연희동  166-10,인천 연희공원 호반써밋 파크에디션,1370
2026-04,인천,분양,인천광역시 서구 원당동  0-0,검단신도시 롯데캐슬 넥스티엘,372
2026-12,인천,분양,인천광역시 서구 원당동  0-0,인천 검단신도시 AB13블록 호반써밋Ⅲ,905
2026-07,인천,분양,인천광역시 서구 원당동  0-0,e편한세상 검단 웰카운티(공공분양),1458
2026-06,인천,분양,인천광역시 서구 원당동  810-1,칸타빌 더 스위트,625
2027-06,인천,분양,인천광역시 연수구 송도동  551-1,송도자이풍경채 그라노블 1단지,469
2027-06,인천,분양,인천광역시 연수구 송도동  552-0,송도자이풍경채 그라노블 2단지,548
2027-12,인천,분양,인천광역시 연수구 옥련동  0-0,래미안 센트리폴(3BL),1024
2027-06,인천,분양,인천광역시 중구 신흥동3가 7-79,숭의역 라온프라이빗 스카이브,440
2027-05,인천,분양,인천광역시 중구 운남동  1654-1,영종 진아레히,547
2026-04,인천,분양,인천광역시 중구 운남동  1710-1,영종 오션파크 모아엘가 그랑데,560
2026-08,인천,분양,인천광역시 중구 운서동  3085-4,운서역 대라수 어썸에듀,311
2026-01,인천,분양임대조합,인천광역시 동구 송림동  42-215,인천 두산위브 더센트럴,1321
2026-10,인천,분양,인천광역시 서구 불로동  210-1,인천검단AA21(공공분양),1224
2027-03,인천,임대,인천광역시 미추홀구 숭의동 85번지 일원,인천석정 행복주택,108
2027-05,인천,임대,인천광역시 미추홀구 용현동 568-2번지 일원,인천용현1 행복주택,34
2026-02,전남,임대,전라남도 목포시 상락동1가  10-13,목포상락 통합공공임대주택,60
2026-02,전남,임대,전라남도 해남군 해남읍 해리 696-0,해남해리 2BL 국민임대주택,400
2026-05,전남,임대,전라남도 광양시 중동 1322-1,광양중동센텀유블레스(민감임대),376
2026-06,전남,분양,전라남도 장성군 장성읍 기산리 112-3,장성 남양휴튼 리버파크,180
2026-10,전남,분양,전라남도 장성군 진원면  0-0,힐스테이트 첨단센트럴,1520
2027-04,전남,분양,전라남도 목포시 석현동  1175-11,하당 르파르크시그니처,70
2027-02,전남,임대,전라남도 담양군 담양읍 삼만리 1241 외 5,담양삼만 통합공공임대 일자리연계형 지원주택,94
2027-03,전남,조합,전라남도 여수시 신기동   3,e편한세상여수글렌츠,1365
2027-04,전남,분양,전라남도 여수시 소라면 죽림1지구 A2블록,힐스테이트 죽림더프라우드(A2BL)/민영주택,129
2027-04,전남,분양,전라남도 여수시 소라면 죽림1지구 A4블록,힐스테이트 죽림더프라우드(A4BL),341
2027-04,전남,분양,전라남도 여수시 소라면 죽림1지구 A2블록,힐스테이트 죽림더프라우드(A2BL) / 국민주택,802
