주택관리번호,공고번호,주택명,주택구분코드,주택구분코드명,주택상세구분코드,주택상세구분코드명,분양구분코드,분양구분코드명,공급지역코드,공급지역명,공급위치우편번호,공급위치,공급규모,모집공고일,청약접수시작일,청약접수종료일,특별공급접수시작일,특별공급접수종료일,해당지역1순위접수시작일,해당지역1순위접수종료일,경기지역1순위접수시작일,경기지역1순위접수종료일,기타지역1순위접수시작일,기타지역1순위접수종료일,해당지역2순위접수시작일,해당지역2순위접수종료일,경기지역2순위접수시작일,경기지역2순위접수종료일,기타지역2순위접수시작일,기타지역2순위접수종료일,당첨자발표일,계약시작일,계약종료일,홈페이지주소,건설업체명_시공사,문의처,사업주체명_시행사,입주예정월,투기과열지구,조정대상지역,분양가상한제,정비사업,공공주택지구,대규모택지개발지구,수도권내민영공공주택지구,모집공고홈페이지주소
"2023000457","2023000457","보문 센트럴 아이파크","01","APT","01","민영","0","분양주택","100","서울","02851","서울특별시 성북구 보문동1가 196-11일대",87,"2023-09-15","2023-09-25","2023-09-27","2023-09-25","2023-09-25","2023-09-26","2023-09-26",,,"2023-09-26","2023-09-26","2023-09-27","2023-09-27",,,"2023-09-27","2023-09-27","2023-10-10","2023-10-23","2023-10-25","https://www.i-park.com/bomuncentral","에이치디씨현대산업개발 주식회사","1600-5727","보문제5구역주택재개발정비사업조합","2026-09","N","N","N","Y","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000457&pblancNo=2023000457"
"2023000441","2023000441","첨단 제일풍경채 A2블록","01","APT","01","민영","0","분양주택","513","전남","57247","광주연구개발특구 첨단3지구 A2블록(전라남도 장성군 진원면) ",1845,"2023-09-15","2023-09-25","2023-09-27","2023-09-25","2023-09-25","2023-09-26","2023-09-26",,,"2023-09-26","2023-09-26","2023-09-27","2023-09-27",,,"2023-09-27","2023-09-27","2023-10-11","2023-10-23","2023-10-27","http://cd-jeil.co.kr/","제일건설(주)","1551-1201","주식회사 광주첨단3피에프브이","2026-10","N","N","Y","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000441&pblancNo=2023000441"
"2023000440","2023000440","첨단 제일풍경채 A5블록","01","APT","01","민영","0","분양주택","500","광주","61000","광주광역시 북구 월출동 광주연구개발특구 첨단3지구 A5블록",584,"2023-09-15","2023-09-25","2023-09-27","2023-09-25","2023-09-25","2023-09-26","2023-09-26",,,"2023-09-26","2023-09-26","2023-09-27","2023-09-27",,,"2023-09-27","2023-09-27","2023-10-10","2023-10-23","2023-10-27","http://cd-jeil.co.kr/","제일건설(주)","1551-1201","주식회사 광주첨단3피에프브이","2026-10","N","N","Y","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000440&pblancNo=2023000440"
"2023000462","2023000462","광양 세미존서희스타힐스","01","APT","01","민영","0","분양주택","513","전남","57764","전라남도 광양시 광양읍 덕례리 573-21번지 일대",58,"2023-09-13","2023-09-18","2023-09-19",,,"2023-09-18","2023-09-18",,,"2023-09-18","2023-09-18","2023-09-19","2023-09-19",,,"2023-09-19","2023-09-19","2023-09-25","2023-10-06","2023-10-11",,"주식회사 서희건설","061-763-5716","세미존서희스타힐스덕례지역주택조합","2023-10","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000462&pblancNo=2023000462"
"2023000466","2023000466","가곡동 수에르떼","01","APT","01","민영","0","분양주택","621","경남","50445","경상남도 밀양시 가곡동 597-1 외 2필지",45,"2023-09-12","2023-09-18","2023-09-20","2023-09-18","2023-09-18","2023-09-19","2023-09-19",,,"2023-09-19","2023-09-19","2023-09-20","2023-09-20",,,"2023-09-20","2023-09-20","2023-09-26","2023-10-07","2023-10-09",,"주식회사 유원건설","051-711-5777","코리아신탁(주)","2023-10","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000466&pblancNo=2023000466"
"2023000453","2023000453","더샵 오창프레스티지","01","APT","01","민영","0","분양주택","360","충북","28119","충청북도 청주시 청원구 오창읍 양청리 814-2",644,"2023-09-11","2023-09-21","2023-09-26","2023-09-21","2023-09-22","2023-09-25","2023-09-25",,,"2023-09-25","2023-09-25","2023-09-26","2023-09-26",,,"2023-09-26","2023-09-26","2023-10-06","2023-10-17","2023-10-19","https://더샵오창프레스티지.kr/","(주)포스코이앤씨","1800-0337","주식회사 하나자산신탁","2027-08","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000453&pblancNo=2023000453"
"2023820015","2023820015","의왕초평 A-3블록 신혼희망타운(공공분양) 잔여세대 입주자모집공고","10","신혼희망타운","03","국민","0","분양주택","410","경기","16108","경기도 의왕시 초평동삼동 일원공공지원민간임대공급촉진지구 내A-3블록",4,"2023-09-08","2023-09-14","2023-09-15",,,"2023-09-14","2023-09-14",,,"2023-09-14","2023-09-14","2023-09-15","2023-09-15",,,"2023-09-15","2023-09-15","2023-09-20","2023-12-04","2023-12-04",,,"031-250-8181","한국토지주택공사 경기남부지역본부","2023-12","N","N","Y","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023820015&pblancNo=2023820015"
"2023000451","2023000451","더 비치 푸르지오 써밋","01","APT","01","민영","0","분양주택","600","부산","48513","부산광역시 남구 대연3동 1808번지 일원",391,"2023-09-08","2023-09-18","2023-09-20","2023-09-18","2023-09-18","2023-09-19","2023-09-19",,,"2023-09-19","2023-09-19","2023-09-20","2023-09-20",,,"2023-09-20","2023-09-20","2023-09-26","2023-10-12","2023-10-14","https://www.prugio.com/hc/2023/thebeach_summit/main/","(주)대우건설","051-784-1384","대연4구역주택재건축정비사업조합","2023-12","N","N","N","Y","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000451&pblancNo=2023000451"
"2023000450","2023000450","문수로 금호어울림 더 퍼스트","01","APT","01","민영","0","분양주택","680","울산","44673","울산광역시 남구 신정동 1154-7번지 일원",402,"2023-09-08","2023-09-18","2023-09-20","2023-09-18","2023-09-18","2023-09-19","2023-09-19",,,"2023-09-19","2023-09-19","2023-09-20","2023-09-20",,,"2023-09-20","2023-09-20","2023-09-26","2023-10-10","2023-10-12","https://msr-khapt.com/","금호건설 주식회사","1811-6402","코리아신탁(주)","2025-12","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000450&pblancNo=2023000450"
"2023000409","2023000409","이룸 더 시티","01","APT","01","민영","0","분양주택","600","부산","47813","부산광역시 동래구 수안동 329번지 외 8필지",104,"2023-09-08","2023-09-18","2023-09-20","2023-09-18","2023-09-18","2023-09-19","2023-09-19",,,"2023-09-19","2023-09-19","2023-09-20","2023-09-20",,,"2023-09-20","2023-09-20","2023-09-27","2023-10-11","2023-10-13","https://blog.naver.com/irumthecity","대종종합건설(주)  (주)우영종합건설","051-553-0977","(주)무궁화신탁","2024-04","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000409&pblancNo=2023000409"
"2023000445","2023000445","다산 유보라 마크뷰","01","APT","01","민영","0","분양주택","410","경기","12260","경기도 남양주시 다산동 4133번지 외 38필지",166,"2023-09-07","2023-09-18","2023-09-20","2023-09-18","2023-09-18","2023-09-19","2023-09-19",,,"2023-09-19","2023-09-19","2023-09-20","2023-09-20",,,"2023-09-20","2023-09-20","2023-09-26","2023-10-10","2023-10-12","https://ds-ubora.com","(주)반도건설","1533-1662","지금도농2구역 재개발정비사업조합","2024-08","N","N","N","Y","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000445&pblancNo=2023000445"
"2023000442","2023000442","오목천역 더리브","01","APT","01","민영","0","분양주택","410","경기","16635","경기도 수원시 권선구 오목천동 319-1",201,"2023-09-01","2023-09-11","2023-09-13","2023-09-11","2023-09-11","2023-09-12","2023-09-12",,,"2023-09-12","2023-09-12","2023-09-13","2023-09-13",,,"2023-09-13","2023-09-13","2023-09-19","2023-10-04","2023-10-06","http://www.오목천역더리브.com","에스지씨이테크건설 주식회사","031-296-7788","신한자산신탁 주식회사","2026-02","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000442&pblancNo=2023000442"
"2023000433","2023000433","운암산공원 우미린 리버포레","01","APT","01","민영","0","분양주택","500","광주","61270","광주광역시 북구 동림동 191번지 일원(운암산근린공원)",660,"2023-09-01","2023-09-11","2023-09-13","2023-09-11","2023-09-11","2023-09-12","2023-09-12",,,"2023-09-12","2023-09-12","2023-09-13","2023-09-13",,,"2023-09-13","2023-09-13","2023-09-19","2023-10-04","2023-10-06","https://gum.lynn.co.kr/","우미건설(주) 남해종합건설(주) 상명건설(주)","062-367-0010","주식회사 운암파크린","2027-06","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000433&pblancNo=2023000433"
"2023000407","2023000407","제일풍경채 계양 위너스카이 B블록","01","APT","01","민영","0","분양주택","400","인천","21105","인천광역시 계양구 효성동 324-6번지 일원",566,"2023-09-01","2023-09-11","2023-09-13","2023-09-11","2023-09-11","2023-09-12","2023-09-12",,,"2023-09-12","2023-09-12","2023-09-13","2023-09-13",,,"2023-09-13","2023-09-13","2023-09-19","2023-10-09","2023-10-12","https://gy-jeil.co.kr/","제일건설(주)","1588-7878","주식회사 인천계양효성피에프브이","2025-08","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000407&pblancNo=2023000407"
"2023000406","2023000406","제일풍경채 계양 위너스카이 A블록","01","APT","01","민영","0","분양주택","400","인천","21105","인천광역시 계양구 효성동 325-2번지 일원",777,"2023-09-01","2023-09-11","2023-09-13","2023-09-11","2023-09-11","2023-09-12","2023-09-12",,,"2023-09-12","2023-09-12","2023-09-13","2023-09-13",,,"2023-09-13","2023-09-13","2023-09-20","2023-10-09","2023-10-12","https://gy-jeil.co.kr/","제일건설(주)","1588-7878","주식회사 인천계양효성피에프브이","2025-08","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000406&pblancNo=2023000406"
"2023820019","2023820019","서울대방 신혼희망타운 공공분양(본청약)","10","신혼희망타운","03","국민","0","분양주택","100","서울","07354","서울특별시 영등포구 신길동 1280 일원",122,"2023-08-30","2023-09-11","2023-09-13",,,"2023-09-11","2023-09-11",,,"2023-09-11","2023-09-11","2023-09-12","2023-09-13",,,"2023-09-12","2023-09-13","2023-09-26","2023-12-27","2023-12-29","https://apply.lh.or.kr","신동아건설  금호건설","02-430-4771","한국토지주택공사 서울지역본부","2027-06","N","N","Y","N","Y","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023820019&pblancNo=2023820019"
"2023000421","2023000421","월드메르디앙 소사역 아파트","01","APT","01","민영","0","분양주택","410","경기","14710","경기도 부천시 심곡본동 776-2번지 외 8필지",120,"2023-08-30","2023-09-11","2023-09-12",,,"2023-09-11","2023-09-11",,,"2023-09-11","2023-09-11","2023-09-12","2023-09-12",,,"2023-09-12","2023-09-12","2023-09-18","2023-09-22","2023-09-24","https://www.월드메르디앙소사역.com","(주)더원건설","032-205-1700","(주)무궁화신탁","2023-09","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000421&pblancNo=2023000421"
"2023000413","2023000413","포천 대광로제비앙","01","APT","01","민영","0","분양주택","410","경기","11154","경기도 포천시 군내면 용정경제로1길 16",215,"2023-08-28","2023-09-07","2023-09-11","2023-09-07","2023-09-07","2023-09-08","2023-09-08",,,"2023-09-08","2023-09-08","2023-09-11","2023-09-11",,,"2023-09-11","2023-09-11","2023-09-15","2023-09-26","2023-09-28",,"(주)대광건영","070-4231-8530","포천대광지역주택조합","2023-10","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000413&pblancNo=2023000413"
"2023000414","2023000414","호반써밋 개봉","01","APT","01","민영","0","분양주택","100","서울","08266","서울특별시 구로구 개봉동 68-64번지 일대",190,"2023-08-25","2023-09-04","2023-09-06","2023-09-04","2023-09-04","2023-09-05","2023-09-05",,,"2023-09-05","2023-09-05","2023-09-06","2023-09-06",,,"2023-09-06","2023-09-06","2023-09-13","2023-09-25","2023-09-27","http://www.hobansummit-gb.co.kr","(주)호반건설","1670-3590","개봉5구역주택재건축정비사업조합","2024-12","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000414&pblancNo=2023000414"
"2023000385","2023000385","광산센트럴파크","01","APT","01","민영","0","분양주택","500","광주","62461","광주광역시 광산구 하산동 254-1번지 일원",117,"2023-08-24","2023-09-04","2023-09-06","2023-09-04","2023-09-04","2023-09-05","2023-09-05",,,"2023-09-05","2023-09-05","2023-09-06","2023-09-06",,,"2023-09-06","2023-09-06","2023-09-12","2023-09-25","2023-09-27","http://gwangsan-adelium.com/","한국건설(주)","062-385-8700","광산센트럴파크지역주택조합","2026-02","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000385&pblancNo=2023000385"
"2023000420","2023000420","혜성미 주상복합아파트","01","APT","01","민영","0","분양주택","621","경남","52148","경상남도 의령군 의령읍 중동리 394-15번지",39,"2023-08-23","2023-08-28","2023-08-29",,,"2023-08-28","2023-08-28",,,"2023-08-28","2023-08-28","2023-08-29","2023-08-29",,,"2023-08-29","2023-08-29","2023-09-04","2023-09-15","2023-09-17","https://blog.naver.com/spfe99","(주)혜성종합건설","055-572-0454","혜성개발","2024-04","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000420&pblancNo=2023000420"
"2023000412","2023000412","골든렉시움","01","APT","01","민영","0","분양주택","560","전북","55508","전라북도 무주군 무주읍 읍내리 1431번지",42,"2023-08-23","2023-09-04","2023-09-06","2023-09-04","2023-09-04","2023-09-05","2023-09-05",,,"2023-09-05","2023-09-05","2023-09-06","2023-09-06",,,"2023-09-06","2023-09-06","2023-09-12","2023-09-23","2023-09-25","http://junjingroup.co.kr/","(주)대둔건설",,"주식회사 신우성건설","2023-09","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000412&pblancNo=2023000412"
"2023820018","2023820018","의왕고천 A-2BL 신혼희망타운(공공분양) 잔여세대","10","신혼희망타운","03","국민","0","분양주택","410","경기","16075","경기도 의왕시 고천동 일원 의왕고천 공공주택지구 내 A-2BL",4,"2023-08-18","2023-08-23","2023-08-24",,,"2023-08-23","2023-08-23",,,"2023-08-23","2023-08-23","2023-08-24","2023-08-24",,,"2023-08-24","2023-08-24","2023-08-30","2023-11-15","2023-11-15","http://www.elife.co.kr","디엘이앤씨 주식회사","031-376-1227","한국토지주택공사경기남부지역본부","2023-11","N","N","Y","N","Y","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023820018&pblancNo=2023820018"
"2023000405","2023000405","군산 지곡 한라비발디 2차 은파레이크뷰","01","APT","01","민영","0","분양주택","560","전북","54108","전라북도 군산시 지곡동 332-1번지 일원",291,"2023-08-18","2023-08-28","2023-08-30","2023-08-28","2023-08-28","2023-08-29","2023-08-29",,,"2023-08-29","2023-08-29","2023-08-30","2023-08-30",,,"2023-08-30","2023-08-30","2023-09-05","2023-09-18","2023-09-20","https://brand.hldni.com/gunsan2/","에이치엘디앤아이한라 주식회사","063-464-0010","교보자산신탁(주)","2025-12","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000405&pblancNo=2023000405"
"2023000381","2023000381","광명 소하 신원아침도시2","01","APT","01","민영","0","분양주택","410","경기","14326","경기도 광명시 소하동 883-18번지 일원",82,"2023-08-18","2023-08-28","2023-08-30","2023-08-28","2023-08-28","2023-08-29","2023-08-29",,,"2023-08-29","2023-08-29","2023-08-30","2023-08-30",,,"2023-08-30","2023-08-30","2023-09-06","2023-09-18","2023-09-20","http://www.sw-gm.co.kr","신원종합개발 주식회사","02-899-8281","소하동2구역가로주택정비사업조합","2026-01","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000381&pblancNo=2023000381"
"2023000380","2023000380","광명 소하 신원아침도시1","01","APT","01","민영","0","분양주택","410","경기","14326","경기도 광명시 소하동 893-3번지 일원",33,"2023-08-18","2023-08-28","2023-08-30","2023-08-28","2023-08-28","2023-08-29","2023-08-29",,,"2023-08-29","2023-08-29","2023-08-30","2023-08-30",,,"2023-08-30","2023-08-30","2023-09-05","2023-09-18","2023-09-20","http://www.sw-gm.co.kr","신원종합개발 주식회사","02-899-8281","정우연립소규모주택재건축정비사업조합","2026-02","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000380&pblancNo=2023000380"
"2023000330","2023000330","둔산 자이 아이파크","01","APT","01","민영","0","분양주택","300","대전","35267","대전광역시 서구 탄방동 514-360번지 일원",1353,"2023-08-18","2023-08-28","2023-08-30","2023-08-28","2023-08-28","2023-08-29","2023-08-29",,,"2023-08-29","2023-08-29","2023-08-30","2023-08-30",,,"2023-08-30","2023-08-30","2023-09-05","2023-09-17","2023-09-20","http://xi.co.kr/dunsan","지에스건설 주식회사  HDC현대산업개발 주식회사","042-716-1245","숭어리샘주택재건축정비사업조합","2025-06","N","N","N","Y","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000330&pblancNo=2023000330"
"2023000408","2023000408","용인 센트레빌 그리니에","01","APT","01","민영","0","분양주택","410","경기","16911","경기도 용인시 기흥구 마북로154번길 19 (마북동 용인마북동 공동주택)",171,"2023-08-17","2023-08-28","2023-08-30","2023-08-28","2023-08-28","2023-08-29","2023-08-29",,,"2023-08-29","2023-08-29","2023-08-30","2023-08-30",,,"2023-08-30","2023-08-30","2023-09-05","2023-09-18","2023-09-20","https://www.yongin-centreville.com","동부건설(주)","1551-2121","한국자산신탁(주)","2023-10","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000408&pblancNo=2023000408"
"2023000404","2023000404","상도 푸르지오 클라베뉴","01","APT","01","민영","0","분양주택","100","서울","07046","서울특별시 동작구 상도동 산65-74 번지 일원",771,"2023-08-16","2023-09-04","2023-09-06","2023-09-04","2023-09-04","2023-09-05","2023-09-05",,,"2023-09-05","2023-09-05","2023-09-06","2023-09-06",,,"2023-09-06","2023-09-06","2023-09-12","2023-09-25","2023-09-27","https://www.prugio.com/hb/2023/sangdo","대우건설","02-575-0771","우리자산신탁 주식회사","2024-03","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000404&pblancNo=2023000404"
"2023000391","2023000391","힐스테이트 첨단센트럴","01","APT","01","민영","0","분양주택","513","전남","57247","광주연구개발특구 첨단3지구 A1블록(전라남도 장성군 진원면)",1520,"2023-08-11","2023-08-21","2023-08-23","2023-08-21","2023-08-21","2023-08-22","2023-08-22",,,"2023-08-22","2023-08-22","2023-08-23","2023-08-23",,,"2023-08-23","2023-08-23","2023-08-29","2023-09-12","2023-09-15","http://hillstate-cd-central.co.kr","현대엔지니어링 (주)","1877-8555","주식회사 광주첨단3피에프브이","2026-10","N","N","Y","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000391&pblancNo=2023000391"
"2023000311","2023000311","청계 SK VIEW","01","APT","01","민영","0","분양주택","100","서울","04803","서울특별시 성동구 용답1길 7-18 (용답동) 성동구 용답동 121번지 일원",108,"2023-08-09","2023-08-21","2023-08-23","2023-08-21","2023-08-21","2023-08-22","2023-08-22",,,"2023-08-22","2023-08-22","2023-08-23","2023-08-23",,,"2023-08-23","2023-08-23","2023-08-29","2023-09-11","2023-09-13","https://www.cgsk.co.kr","에스케이에코플랜트(주)","02-960-7705","청계지역주택조합","2025-07","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000311&pblancNo=2023000311"
"2023000370","2023000370","힐스테이트 신용 더리버","01","APT","01","민영","0","분양주택","500","광주","61016","광주광역시 북구 신용동 82-1번지 일원",206,"2023-08-08","2023-08-18","2023-08-22","2023-08-18","2023-08-18","2023-08-21","2023-08-21",,,"2023-08-21","2023-08-21","2023-08-22","2023-08-22",,,"2023-08-22","2023-08-22","2023-08-28","2023-09-11","2023-09-13","https://hillstate.co.kr/s/theriver","현대건설(주)","062-575-4000","신용동현대지역주택조합","2024-03","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000370&pblancNo=2023000370"
"2023000355","2023000355","더샵 연동애비뉴","01","APT","01","민영","0","분양주택","690","제주","63129","제주특별자치도 제주시 연동 261-37번지 외 5필지 일원",204,"2023-08-08","2023-08-18","2023-08-21",,,"2023-08-18","2023-08-18",,,"2023-08-18","2023-08-18","2023-08-21","2023-08-21",,,"2023-08-21","2023-08-21","2023-08-25","2023-09-05","2023-09-07","https://더샵연동애비뉴.kr","(주)포스코이앤씨","064-900-9117","케이비부동산신탁(주)","2026-07","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000355&pblancNo=2023000355"
"2023820014","2023820014","부천원종 B2블록 신혼희망타운(공공분양) 추가입주자","10","신혼희망타운","03","국민","0","분양주택","410","경기","14425","경기도 부천시 원종동 일원 부천원종 공공주택지구내 B2블록",24,"2023-08-04","2023-08-16","2023-08-17",,,"2023-08-16","2023-08-16",,,"2023-08-16","2023-08-16","2023-08-17","2023-08-17",,,"2023-08-17","2023-08-17","2023-08-25","2023-11-21","2023-11-22","http://apply.lh.or.kr","SGC이테크건설(주)","1600-1004","한국토지주택공사 인천지역본부","2025-12","N","N","Y","N","Y","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023820014&pblancNo=2023820014"
"2023000382","2023000382","래미안 라그란데","01","APT","01","민영","0","분양주택","100","서울","02403","서울특별시 동대문구 이문동 257-42번지 일대 ",920,"2023-08-04","2023-08-14","2023-08-17","2023-08-14","2023-08-14","2023-08-16","2023-08-16",,,"2023-08-16","2023-08-16","2023-08-17","2023-08-17",,,"2023-08-17","2023-08-17","2023-08-23","2023-09-03","2023-09-06","https://www.raemian.co.kr/","삼성물산(주)","02-407-3069","이문1재정비촉진구역주택재개발정비사업조합","2025-01","N","N","N","Y","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000382&pblancNo=2023000382"
"2023000351","2023000351","위파크 더 센트럴","01","APT","01","민영","0","분양주택","500","광주","62048","광주광역시 서구 풍암동 10-12번지 일원",625,"2023-08-04","2023-08-14","2023-08-17","2023-08-14","2023-08-14","2023-08-16","2023-08-16",,,"2023-08-16","2023-08-16","2023-08-17","2023-08-17",,,"2023-08-17","2023-08-17","2023-08-23","2023-09-04","2023-09-06","http://www.wepark-central.co.kr/","(주)호반건설 (주)라인건설","1670-5676","중앙파크 주식회사","2026-08","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000351&pblancNo=2023000351"
"2023000280","2023000280","진위역 서희스타힐스 더 파크뷰","01","APT","01","민영","0","분양주택","410","경기","17707","경기도 평택시 진위면 갈곶리 239-60번지 일원",639,"2023-08-04","2023-08-14","2023-08-17","2023-08-14","2023-08-14","2023-08-16","2023-08-16",,,"2023-08-16","2023-08-16","2023-08-17","2023-08-17",,,"2023-08-17","2023-08-17","2023-08-23","2023-09-04","2023-09-06","http://starhills-jinwi.co.kr","(주)서희건설","1800-6366","엘지로 지역주택조합","2027-02","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000280&pblancNo=2023000280"
"2023000364","2023000364","신항 마린 애시앙","01","APT","01","민영","0","분양주택","621","경남","51611","경상남도 창원시 진해구 용원동 1338-5 (주거7)",484,"2023-08-02","2023-08-14","2023-08-17","2023-08-14","2023-08-14","2023-08-16","2023-08-16",,,"2023-08-16","2023-08-16","2023-08-17","2023-08-17",,,"2023-08-17","2023-08-17","2023-08-23","2023-09-04","2023-09-06","http://busansinhang7.sarangeuro.co.kr","(주)부영주택","1577-5533","(주)부영주택","2023-09","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000364&pblancNo=2023000364"
"2023000348","2023000348","경산 중방스타힐스(조합원취소분)","01","APT","01","민영","0","분양주택","712","경북","38625","경상북도 경산시 중방동 914번지",35,"2023-08-02","2023-08-14","2023-08-17","2023-08-14","2023-08-14","2023-08-16","2023-08-16",,,"2023-08-16","2023-08-16","2023-08-17","2023-08-17",,,"2023-08-17","2023-08-17","2023-08-23","2023-09-04","2023-09-06","http://www.gsjb-starhills.com","(주)서희건설","1661-8232","경산서희지역주택조합","2023-09","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000348&pblancNo=2023000348"
"2023000384","2023000384","대동리 나리안길 107동","01","APT","01","민영","0","분양주택","621","경남","50127","경상남도 거창군 거창읍 대동리 571번지 외 11필지",48,"2023-07-28","2023-08-07","2023-08-09","2023-08-07","2023-08-07","2023-08-08","2023-08-08",,,"2023-08-08","2023-08-08","2023-08-09","2023-08-09",,,"2023-08-09","2023-08-09","2023-08-17","2023-08-28","2023-08-30","https://blog.naver.com/coupon2472","주식회사 지엔지종합건설","055-945-8885","(주)무궁화신탁","2023-08","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000384&pblancNo=2023000384"
"2023000367","2023000367","원주자이 센트로","01","APT","01","민영","0","분양주택","200","강원","26400","강원특별자치도 원주시 단구동 894번지 일원",970,"2023-07-28","2023-08-07","2023-08-09","2023-08-07","2023-08-07","2023-08-08","2023-08-08",,,"2023-08-08","2023-08-08","2023-08-09","2023-08-09",,,"2023-08-09","2023-08-09","2023-08-16","2023-08-28","2023-08-30","https://xi.co.kr/wjd","지에스건설(주)","1833-3340","한국투자부동산신탁 주식회사","2026-06","N","N","N","N","N","N","N","https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000367&pblancNo=2023000367"
